,HourID,title,url,Content
0,20201217,'There is hardly any gas': LNG price rally exacerbates gas crunch in Asia - Reuters India,https://in.reuters.com/article/global-lng-prices-idINKBN28R15K,SINGAPORE (Reuters) - Surging spot prices for liquefied natural gas (LNG) are exacerbating a gas supply crunch in key fast-growing emerging markets in Asia just as a cold spell in other parts of the … [+3323 chars]
1,20201217,"How a pipeline replacement, expansion and reversal give oil producers new route to Texas",https://financialpost.com/commodities/energy/how-a-pipeline-replacement-expansion-and-reversal-give-oil-producers-new-route-to-texas,"Its kind of insurance, Skolnick said. Its not perfect. It would be perfect if it was 1.2 million bpd from Edmonton or Hardisty down to Louisiana.
Calgary-based TC Energy Corp. has been building the … [+1989 chars]"
2,20201217,"WSJ Wealth Adviser Briefing: Big Pharma Checkup, Reviving Zombie Brands, High-End Purchasing",https://blogs.wsj.com/moneybeat/2020/12/17/wsj-wealth-adviser-briefing-big-pharma-checkup-reviving-zombie-brands-high-end-purchasing/,"Below, some of the best analysis and insight from WSJ writers and columnists, the Dow Jones Newswires team and occasionally beyond, on investing, the wealth-management business and more.CORONAVIRUS O… [+3741 chars]"
3,20201217,Global stocks jump after US lawmakers near deal on $900 billion stimulus package and the Fed upgrades GDP forecasts,https://www.businessinsider.com/stock-market-today-us-lawmakers-near-relief-bill-fed-raises-outlook-2020-12,"Global stocks jumped on Thursday after US lawmakers neared a stimulus deal on a $900 billion package and the Federal Reserve improved its GDP outlook for the next two years.
Futures tied to the Dow … [+3242 chars]"
4,20201217,INSIGHT- Climate change turns up the heat on ad industry,https://www.reuters.com/article/climate-change-advertising-insight-idUSKBN28R1NJ,"(Reuters) - The avuncular man in the TV ad has an urgent-sounding message from his employer, the oil giant Chevron Corp.
Solitaire Townsend, co-founder of Futerra advertising firm, poses for a portr… [+10070 chars]"
5,20201217,"METALS-Copper pushes towards highest since 2013 with $8,000 in reach - Reuters India",https://in.reuters.com/article/global-metals-idINL1N2IX0ZT,"By Reuters Staff
(Updates throughout, moves dateline from HANOI)
LONDON, Dec 17 (Reuters) - Copper prices rose towards their highest in nearly 8 years on Thursday, pushed upwards by falling stockpi… [+1999 chars]"
6,20201217,Joe Biden faces a key decision on Venezuela,https://www.cnn.com/2020/12/17/opinions/joe-biden-venezuela-nicolas-maduro-berg-hernandez/index.html,"Ryan C. Berg is a research fellow in Latin America Studies at the American Enterprise Institute. José Ignacio Hernández is a visiting fellow at Harvard Kennedy School, a Venezuelan law professor, and… [+5688 chars]"
7,20201217,The Energy 202: These are the top climate stories of 2020,https://www.washingtonpost.com/politics/2020/12/17/energy-202-these-are-top-climate-stories-2020/,"Here are some of the top stories on climate change in 2020: 
The contrast between President Trump and President-elect Joe Biden on climate change could not be starker. While Trump pulled the United … [+11313 chars]"
8,20201217,"Iran's Rouhani says 'no doubt' Biden will rejoin nuclear deal, lift sanctions",https://www.washingtonpost.com/world/middle_east/iran-sanctions-biden-nuclear-deal/2020/12/17/ef5fbd62-4040-11eb-b58b-1623f6267960_story.html,"I have no doubt that the heroic national resistance of Iran is going to compel the future U.S. government to bow and the sanctions will be broken, Rouhani said Thursday at the inauguration of several… [+2422 chars]"
9,20201217,Investors turn bullish on pandemic-hit North America oil stocks - Reuters UK,https://www.reuters.com/article/global-oil-canada-idUSKBN28R1UG,WINNIPEG/TORONTO (Reuters) - Shares of North Americas hard-hit oil and gas producers are climbing sharply as investors bet COVID-19 vaccine rollouts will ease the pandemics travel restrictions and re… [+2893 chars]
10,20201217,Climate change turns up the heat on ad industry - Reuters India,https://in.reuters.com/article/climate-change-advertising-idINKBN28R223,"(Reuters) - The avuncular man in the TV ad has an urgent-sounding message from his employer, the oil giant Chevron Corp.
A combination picture shows screenshots from a TV advertisement created in 20… [+10133 chars]"
11,20201217,Oil prices hit nine-month high after inventory draw - Reuters India,https://in.reuters.com/article/global-oil-idINKBN28R22U,"SINGAPORE/LONDON (Reuters) - Oil climbed to a nine-month high on Thursday after government data showed a fall in U.S. crude stockpiles last week, while progress towards a U.S. fiscal stimulus deal an… [+1707 chars]"
12,20201217,"24 energy investors, CEOs, and analysts share their top predictions for 2021 as the industry rebounds from a pandemic-driven slump",https://www.businessinsider.com/energy-experts-dish-on-what-to-expect-in-2021-2020-12,
